ticker,name,locale,currency 
AOBC,Agromec Obirsia De Cimp,US,RON
AOBI,"American Oriental Bioengineering, Inc. Common Stock",US,USD
AOCIF,Autocanada Inc Common Shares (Canada),US,USD
AOCN,Bank of Ocean City Maryland,US,USD
AOD,Aberdeen Total Dynamic Dividend Fund,US,USD
AOECF,Amino Technologies Plc Cambridge Common Stock (United Kingdom),US,USD
AOFEF,Apollo Consolidated Ltd,US,AUD
AOGC,Australian Oil & Gas Corporation Common Stock,US,USD
AOHLF,Autohellas SA Ordinary Shares (Greece),US,USD
AOIFF,Africa Oil Corp. Ordinary Shares,US,USD
AOIL,Armada Oil Inc,US,USD
AOILQ,Armada Oil Inc,US,USD
AOIX,"American Oil & Gas, Inc. Common Stock",US,USD
AOK,iShares Core Moderate Allocation ETF,US,USD
AOL,Analizy Online SA,US,PLN
AOLS,"Aeolus Pharmaceuticals, Inc. Common Stock",US,USD
AOM,iShares Core Moderate Allocation ETF,US,USD
AOMFF,Alstom Ordinary Shares Prov Regroupement (France),US,USD
AOMOY,Ao Mosenergo American Depositary Shares,US,USD
AOMUF,Autonomous Control Systems Labs Com Stk (Japan),US,USD
AON,Aon plc Class A,US,USD
AONCF,Advanced Oncotherapy PLC Ordinary Shares,US,USD
AONE,one,US,USD
AONE U,"one Units, each consisting of one Class A ordinary share, and one-fourth of a Warrant to acquire one",US,USD
AONE.WS,"one Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of",US,USD
AONNF,Aeon Co Ltd Ordinary Shares,US,USD
AONNY,Aeon Co Ltd American Depositary Shares,US,USD
AOOO,Autoco.Com Inc Common Stock,US,USD
AOR,iShares Core Growth Allocation ETF,US,USD
AOREF,American Overseas Group Limited Common Shares,US,USD
AORGF,Argos Resources Limited SHS (Falkland Islands),US,USD
AORTF,Alstom SA DS Novembre Rights Exp 11/30/2020 (France),US,USD
AOS,A.O. Smith Corporation,US,USD
AOSL,Alpha and Omega Semiconductor Limited Common Shares,US,USD
AOTHF,Asia Orient Holdings Ltd.,US,HKD
AOTOF,Anoto Group AB Ordinary Shares,US,USD
AOTUF,Precinct Properties New Zealand Ltd Ordinary Shares,US,USD
AOTVF,Ascot Res Ltd Ordinary Shares,US,USD
AOURF,Agritrade Resources Limited,US,BMD
AOUT,"American Outdoor Brands, Inc. Common Stock",US,USD
AOUTV,"American Outdoor Brands, Inc. Common Stock When Issued",US,USD
AOVTF,Andover Mining Corp. Common Shares (Canada),US,USD
AOWDF,AO World Plc Ordinary Shares (United Kingdom GB),US,USD
AOWPY,AO World Plc Usponsored ADR (United Kingdom),US,USD
AOXG,AOXING PHARMACEUTICAL CO INC Common Stock,US,USD
AOXY,"Advanced Oxygen Technologies, Inc. Common Stock",US,USD
AOZOF,Aozora Bank Ltd Ordinary Shares,US,USD
AOZOY,Aozora Bank Ltd Sponsored ADR (Japan),US,USD
AP,Ampco-Pittsburgh Corp.,US,USD
AP.WS,Ampco-Pittsburgh Corporation Series A Warrants to purchase Shares of common stock,US,USD
APA,Apache Corporation Common Stock,US,USD
APAAF,Appia Energy Corp Ordinary Shares (Canada),US,USD
APAFF,VanadiumCorp Resource Inc Ordinary Shares,US,USD
APAGF,Apco Oil & Gas International Inc,US,USD
APAJF,APA Group Stapled Security (Australia),US,USD
APAM,ARTISAN PARTNERS ASSET MANAGEMENT INC.,US,USD
APB,Asia Pacific Fund Inc,US,USD
APBCF,Applied Biocode Corp Common Stock,US,USD
APBL,Atlantic Premium Brands Ltd.,US,USD
APC,Apple Inc,US,CHF
APCDF,A Cap Energy Ltd Ordinary Shares,US,USD
APCFF,Atlas Pearls & Perfumes Ltd,US,USD
APCOD,New Tech Minerals Corp Ordinary Shares,US,USD
APCOF,New Tech Minerals Corp Ordinary Shares,US,USD
APCT,Arab Company For Investment Project,US,JOD
APCX,AppTech Corp. Common Stock,US,USD
APD,"Air Products & Chemicals, Inc.",US,USD
APDN,"Applied DNA Sciences, Inc. Common Stock",US,USD
APDNW,Applied Dna Sciences Inc,US,USD
APDSF,Autopistas Del Sol SA Shares D 1 Vote (Argentina),US,USD
APEAF,EAGERS AUTOMOTIVE LTD Ordinary Shares,US,USD
APEI,"American Public Education, Inc. Common Stock",US,USD
APELF,Alps Electric Co Ltd Ordinary Shares,US,USD
APELY,"Alps Alpine Co., Ltd. American Depositary Receipts - Unsponsored",US,USD
APEMY,Aperam New York Registry Shares,US,USD
APEN,"Apollo Endosurgery, Inc. Common Stock",US,USD
APEOF,Growmax Res Corp Common Shares,US,USD
APEUF,Atlas Engineered Products Ltd. Common Shares,US,USD
APEX,APEX GLOBAL BRANDS INC Common Stock,US,USD
APEXF,Apex Healthcare Bhd,US,USD
APF,Anglo Pacific Group,US,GBX
APFH,Advancepierre Foods Holdings Inc,US,USD
APG,APi Group Corporation,US,USD
APGB U,"Apollo Strategic Growth Capital II Units, each consisting of one Class A ordinary share, and one-fif",US,USD
APGEF,APPLEGREEN PLC SHS (Ireland),US,USD
APGI,American Power Group Corp. Common Stock,US,USD
APGLF,Austpac Resources NL Ordinary Shares (Australia),US,USD
APGMF,Applied Graphene Matls PLC Ordinary Shares (United Kingdom),US,USD
APGOF,Apollo Gold & Silver Corp Common Shares,US,USD
APH,Amphenol Corporation,US,USD
APHA,Aphria Inc. Common Shares,US,USD
APHB,Ampliphi Biosciences Corp,US,USD
APHD,Appiphany Technologies Holdings Corp,US,USD
APHDD,Appiphany Technologies Holdings Corp,US,USD
APHE,Alpha Energy Inc  Common Stock,US,USD
APHTF,Alphinat Inc Ordinary Shares (Canada),US,USD
APHWF,APOLLO HEALTHCARE CORP WT EXP 01/03/2022 (Canada),US,USD
APHYQ,"Assured Pharmacy, Inc.",US,USD
API,"Agora, Inc. American Depositary Shares",US,USD
APIAF,APIO AFRICA LTD Ordinary Shares,US,USD
APIC,Arab Palestinian Investment Company,US,USD
APIGF,API Group plc,US,USD
APIT,Aspire International Inc,US,USD
APL,Asset Plus Limited,US,NZD
APLCF,Amlin,US,USD
APLCY,Amlin,US,USD
APLD,"Applied Science Products, Inc. New Common Stock",US,USD
APLE,"Apple Hospitality REIT, Inc.",US,USD
APLIF,APPILI THERAPEUTICS INC CL A (Canada),US,USD
APLN,"AE Holding I, Inc. Common Stock",US,IDR
APLO,"Apollo Bancorp, Inc. (PA) Common Stock",US,USD
APLP,Apollo Power Ltd,US,ILS
APLS,"Apellis Pharmaceuticals, Inc. Common Stock",US,USD
APLT,"Applied Therapeutics, Inc. Common Stock",US,USD
APLUF,APPLUS SVCS S A Ordinary Shares Spain(ES ),US,THB
APLVF,AP Alternative Assets L P Units (Guernsey),US,USD
APM,Aptorum Group Limited Class A Ordinary Shares,US,USD
APMBF,APM AUTOMATIVE HOLDINGS BHD Ordinary Shares,US,USD
APMCF,Morien Resources Corp. Common Shares,US,USD
APMFF,EAGLE GRAPHITE INC  Ordinary Shares,US,USD
APMOF,ASPERMONT LTD Ordinary Shares (Australia),US,USD
APMRF,Amper SA,US,USD
APMSF,"Aperam S.A., Luxembourg Ordinary Shares (Luxembourg)",US,JPY
APNHF,Aspen Pharmacare Holdings plc Ordinary Shares (South Africa),US,USD
APNHY,Aspen Pharmacare Holdings plc Unsponsored ADR (South Africa),US,USD
APNI,Alpine Group Inc.,US,USD
APNIF,APN INDUSTRIA REIT FULLY PAID ORDINARY UNITS STAPLED SECURITIES (Australia),US,USD
APNLF,APN Property Group Ltd Ordinary shares (Australia),US,USD
APNR,Alpha Natural Resources Holdings Inc,US,USD
APNSF,Aposense Ltd,US,USD
APO,"Apollo Global Management, Inc.",US,USD
APO-A,"Apollo Global Management, Inc. 6.375% Series A Preferred Shares",US,USD
APO-B,"Apollo Global Management, Inc. 6.375 percent Series B Preferred Shares",US,USD
APOG,"Apogee Enterprises, Inc. Common Stock",US,USD
APOL,Apollo Education Group Inc,US,USD
APOOF,Apollo Tourism & Leisure Limited Ordinary Shares (Australia),US,AUD
APOP,Cellect Biotechnology Ltd. American Depositary Shares,US,USD
APOPW,Cellect Biotechnology Ltd. Warrants to Purchase ADRs,US,USD
APOTF,African Potash Limited,US,USD
APPB,Applied Biosciences Corp. Common Stock,US,USD
APPCF,APAC RESOURCES LTD Ordinary Shares,US,USD
APPCQ,American Apparel Inc,US,USD
APPDW,APPLIED DNA SCIENCES INC WT EXP 11/15/2024,US,USD
APPEF,Appen Ltd Common Shares,US,USD
APPF,"AppFolio, Inc. Class A Common Stock",US,USD
APPG,Apptigo International Inc,US,USD
APPH,"AppHarvest, Inc. Common Stock",US,USD
APPHW,"AppHarvest, Inc. Warrants",US,USD
APPM,"Apparel Manufacturing Associates, Inc. Common Stock",US,USD
APPN,Appian Corporation Class A Common Stock,US,USD
APPPF,Cornerstone Metals Inc,US,USD
APPS,"Digital Turbine, Inc. Common Stock",US,USD
APPTF,Automotive Properties Real Estate Investment Trust,US,USD
APPZ,"Monster Arts, Inc. Common Stock",US,USD
APQT,Appliqate Inc Common Stock,US,USD
APQUF,AQM Copper Inc,US,USD
APR,"Apria, Inc. Common Stock",US,USD
APRAD,Goldstrike Resources Ltd,US,USD
APRAF,Goldstrike Resources Ltd Ordinary Shares,US,USD
APRCP,Alabama Power Company 4.52 Preferred Stock,US,USD
APRDM,Alabama Power Company 4.92 Preferred Stock,US,USD
APRDN,Alabama Power Company 4.20 Preferred Stock,US,USD
APRDO,Alabama Power Company 4.64 Preferred Stock,US,USD
APRDP,Alabama Power Company 4.72 Preferred Stock,US,USD
APRE,"Aprea Therapeutics, Inc. Common stock",US,USD
APRED,Elinx Corp,US,USD
APRI,Agromec Priseaca,US,RON
APRM,American Pacific Rim Commerce Corp. (FL) Common Stock,US,USD
APRN,"Blue Apron Holdings, Inc. Class A Common Stock",US,USD
APRO,"Allegiant Professional Business Services, Inc. Common Stock",US,USD
APRRF,Atlantic Pwr Pfd Equity Ltd Cum Redeemable Reset Pfd Ser 2 (Canada),US,USD
APRTF,ASLAN Pharmaceuticals Ltd,US,USD
APRU,Apple Rush Company Inc Common Stock,US,USD
APRWF,Atlantic Pwr Pfd Equity Ltd Cumulative Redeemable Pfd Shares Series 1 (Canada),US,USD
APRYF,APR Energy Plc,US,USD
APRYY,APR Energy Plc,US,USD
APSG,Apollo Strategic Growth Capital,US,USD
APSG U,"Apollo Strategic Growth Capital Units, each consisting of one Class A Ordinary Share and one-third W",US,USD
APSG.WS,"Apollo Strategic Growth Capital Warrants, each exercisable for one Class A Ordinary Share at an exer",US,USD
APSI,Aqua Power Systems Inc. Common Stock,US,USD
APSIE,Aqua Power Systems Inc,US,USD
APSKY,"Primorsk Shipping Corporation, Joint Stock Company Sponsored ADR (Russia)",US,USD
APT,"Alpha Pro Tech, Ltd.",US,USD
APTCF,Advanced Proteome Therapeutics Corporation Common Shares,US,USD
APTEF,Apteryx Imaging Inc.  Common Shares,US,USD
APTI,Apptio Inc,US,USD
APTL,Alaska Pwr & Tel Co Common Stock,US,USD
APTO,"Aptose Biosciences, Inc. Common Shares",US,USD
APTOF,DMD Digital Health Connections Group Inc,US,USD
APTPF,Airports of Thailand Pblic Co Ltd Ordinary Shares,US,USD
APTS,"Preferred Apartment Communities, Inc.",US,USD
APTTF,Asian Pay Television Tr Units (Singapore),US,USD
APTV,Aptiv PLC,US,USD
APTV-A,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares,US,USD
APTX,Aptinyx Inc. Common Stock,US,USD
APTY,APT Systems Inc. Common Stock,US,USD
APU,APU,US,MNT
APVHW,Appvion HLDG Corp,US,USD
APVNF,ARISE Technologies Corporation Ordinary Shares  (Canada),US,USD
APVO,Aptevo Therapeutics Inc. Common Stock,US,USD
APVPF,Aptiv PLC,US,USD
APVS,"Applied Visual Sciences, Inc. Common Stock",US,USD
APVTW,Aptevo Therapeutics Inc Warrant 03/07/2024,US,USD
APVVF,Apivio Systems Inc,US,USD
APWC,"Asia Pacific Wire & Cable Corporation, Ltd. Ordinary Shares (Bermuda)",US,USD
APWL,"Advanced Powerline Technologies, Inc. Common Stock",US,USD
APXG,Apextalk Holdings Inc,US,USD
APXNF,Apex Mining Co Inc Apx Ordinary Shares (Philippines),US,USD
APXT,Apex Technology Acquisition Corporation Class A Common Stock,US,USD
APXTU,Apex Technology Acquisition Corporation Unit,US,USD
APXTW,Apex Technology Acquisition Corporation Warrant,US,USD
APXX,"Apex Resources, Inc. Common Stock",US,USD
APXYY,Appen Ltd. American Depositary Receipts - Unsponsored,US,USD
APXZF,Apptix ASA SHS (Norway),US,USD
APY,Anglo Pacific Group,US,CAD
APYI,"Aspyra, Inc. Common Stock",US,USD
APYP,"Appyea, Inc. Common Stock",US,USD
APYRF,Allied Properties Real Estate Investment Trust Unit (Canada),US,USD
APYX,Apyx Medical Corporation Common Stock,US,USD
AQ,AQ Estate Public Company Limited,US,THB
AQAAF,Aqua Corp Public Company Ltd NVDR Shares (Thailand),US,USD
AQARF,Aquila Resources Inc Ordinary Shares (Canada),US,USD
AQB,"AquaBounty Technologies, Inc. Common Stock",US,USD
AQBKF,AVJennings Ltd,US,USD
AQBN,AAB Natl Co. Common Stock,US,USD
AQCP,AQ Corporation Common Stock,US,USD
AQFD,"A Classified Ad, Inc. Common Stock",US,USD
AQFH,"Aquesta Financial Holdings, Inc Common Stock",US,USD
AQIS,Aquis Communications Group Inc. Common Stock,US,USD
AQLFF,Aqualis ASA.,US,USD
AQMS,"Aqua Metals, Inc. Common Stock",US,USD
AQMT,Aquamatrix Inc.,US,USD
AQN,Algonquin Power & Utilities Corp,US,USD
AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due,US,USD
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July,US,USD
AQNM,"Aquentium, Inc.",US,USD
AQPBF,Aquarius Platinum Ltd.,US,USD
AQPTY,Aquarius Platinum Ltd.,US,USD
AQPVF,Aqua-Pure Ventures Inc.,US,USD
AQQRF,Aquarius Surgical Technologies Inc Ordinary Shares (Canada),US,USD
AQQSQ,AMERICAN SPECTRUM RLTY INC Common Stock undefined,US,USD
AQSP,Acquired Sales Corp. Common Stock,US,USD
AQST,"Aquestive Therapeutics, Inc. Common Stock",US,USD
AQSZF,AEQUUS PHARMACEUTICALS INC Common Shares (Canada),US,USD
AQUA,Evoqua Water Technologies Corp. Common Stock,US,USD
AQUEF,AQUARIUS ENGINES A M LTD SHARE (Israel),US,USD
AQUI,"Aquagold International, Inc. Common Stock",US,USD
AQUM,Urban Ag Corp,US,USD
AQUSF,Weifa ASA,US,USD
AQXNF,Alice Queen Ltd. Ordinary Shares (Australia),US,USD
AQXP,Neoleukin Therapeutics Inc,US,USD
AQYVL,American Equity Investment Life Holding Co,US,USD
AR,ANTERO RESOURCES CORPORATION,US,USD
ARA,"American Renal Associates Holdings, Inc",US,USD
ARAFF,Arafura Resources NL Ordinary Shares (Australia),US,USD
ARAH,Aleafia Health Inc.,US,EUR
ARAO,"AuraSource, Inc. Common Stock",US,USD
ARARF,Air Arabia,US,GBP
ARAT,Arax Hldgs Corp Common Stock,US,USD
ARAV,"Aravive, Inc. Common Stock",US,USD
ARAY,Accuray Incorporated Common Stock,US,USD
ARB,AltShares Merger Arbitrage ETF,US,USD
ARBAF,Arbona AB,US,USD
ARBFF,ARB Corporation Ltd Ordinary Shares,US,USD
ARBG,Aequi Acquisition Corp. Class A Common Stock,US,USD
ARBGU,Aequi Acquisition Corp. Unit,US,USD
ARBGW,Aequi Acquisition Corp. warrants,US,USD
ARBI,Arbios Systems Inc Common Stock,US,USD
ARBKF,Argo Blockchain Plc Ordinary Shares (United Kingdom),US,USD
ARBTF,Argo Gold Inc Ordinary Shares,US,USD
ARBU,American Business Corporation New Common Stock,US,USD
ARBV,American Riviera Bank Common Stock,US,USD
ARC,"ARC Document Solutions, Inc.",US,USD
ARCAY,Arcadis NV New York Registry Shares,US,USD
ARCB,ArcBest Corporation Common Stock,US,USD
ARCC,Ares Capital Corporation Common Stock,US,USD
ARCE,Arco Platform Limited Class A Common Shares,US,USD
ARCH,"Arch Resources, Inc.",US,USD
ARCI,Agromec Baita,US,RON
ARCK,ARC Group Inc,US,USD
ARCM,Arrow Reserve Capital Management ETF,US,USD
ARCO,ARCOS DORADOS HOLDINGS INC.,US,USD
ARCRF,Azure Healthcare Limited,US,USD
ARCS,Arcis Resources Corporation Common Stock,US,USD
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,US,USD
ARCTF,AuRico Metals Inc,US,USD
ARCUF,Arcus Development Group Inc. Common Shares (Canada),US,USD
ARCVF,Arcadis NV Ordinary Shares,US,USD
ARCW,"ARC Group Worldwide, Inc. Common Stock",US,USD
ARCX,Arc Logistics Partners LP,US,USD
ARCXF,ArcelorMittal South Africa Ordinary Shares (South Africa (ZA)),US,USD
ARD,Ardagh Group S.A. Class A Common Shares,US,USD
ARDC,"ARES DYNAMIC CREDIT ALLOCATION FUND, INC.",US,USD
ARDDF,Ardiden Ltd Ordinary Shares (Australia),US,AUD
ARDLF,ARDENT LEISURE GROUP Ordinary Shares Australia(AU ),US,AUD
ARDM,Aerodrome Group Ltd,US,ILS
ARDMQ,ARADIGM CORP Common Stock,US,USD
ARDNF,Argent Minerals Ltd. Perth Ordinary Shares (Australia),US,USD
ARDS,Aridis Pharmaceuticals Inc. Common Stock,US,USD
ARDWF,Captiva Verde Industries Ltd,US,USD
ARDX,"Ardelyx, Inc. Common Stock",US,USD
ARDZF,Arad Ltd Ordinary Shares (Israel),US,USD
ARE,"Alexandria Real Estate Equities, Inc.",US,USD
ARE-D,Alexandria Real Estate Equities Inc.,US,USD
AREB,"American Rebel Holdings, Inc. Common Stock",US,USD
AREC,American Resources Corporation Class A Common Stock,US,USD
ARECW,American Resources Corporation Warrants Expiring 08/27/2024,US,USD
AREEP,Alexandria Real Estate Equities Inc.,US,USD
AREM,American Rare Earths and Materials Corp. Common Stock,US,USD
ARES,Ares Management Corporation Class A Common Stock,US,USD
ARES-A,Ares Management Corporation 7.00% Series A Preferred Stock,US,USD
ARESF,Artis Real Estate Invt Tr Trust Unit (Canada),US,USD
ARET,"Arete Industries, Inc. Common Stock",US,USD
AREVD,AREV Brands International Ltd,US,USD
AREVF,AREV NanoTec Brands Inc Common Shares,US,USD
AREX,Artexin,US,RON
AREXQ,APPROACH RES INC Common Stock,US,USD
ARFCF,Alarmforce Industries Inc,US,USD
ARFXF,PROMIS NEUROSCIENCES INC Common Shares,US,USD
ARG,Argosy Property Limited,US,NZD
ARGB,American Retail Group Inc,US,USD
ARGC,Arion Group Corp. Common Stock,US,USD
ARGD,"Argo Group US, Inc. 6.500% Senior Notes due 2042",US,USD
ARGEF,Argex Titanium Inc,US,USD
ARGGD,Aston Martin Lagonda Global Holdings plc American Depositary Receipts - Unsponsored,US,USD
ARGGY,Aston Martin Lagonda Global Holdings plc American Depositary Receipts - Unsponsored,US,USD
ARGHF,Argo Group International Holdings Ltd Dep Shs Rep 1000th Int in Pfd Shs Ser A (Bermuda),US,USD
ARGKF,Aggreko Plc Ordinary Shares,US,USD
ARGL,"Argyle Security, Inc. Common Stock",US,USD
ARGNF,Argen X NV Ordinary Shares (Netherlands),US,USD
ARGO,"Argo Group International Holdings, Ltd.",US,USD
ARGO-A,"Argo Group International Holdings, Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in",US,USD
ARGQ,"Argentum 47, Inc. Common Stock",US,USD
ARGSQ,Argos Therapeutics Inc,US,USD
ARGT,Global X MSCI Argentina ETF,US,USD
ARGTF,Artemis Gold Inc Common Stock (Canada),US,USD
ARGW,Argus Worldwide Corp. Common Stock,US,USD
ARGX,argenx SE American Depositary Shares,US,USD
ARGYD,Avanti Energy Inc,US,USD
ARGYF,AVANTI ENERGY INC Ordinary Shares,US,USD
ARHCF,Alfresa Holdings Corp Tokyo Ordinary Shares (Japan),US,USD
ARHH,Assure Hldgs Corp Common Stock,US,USD
ARHI,"American Restaurant Holdings, Inc. Common Stock",US,USD
ARHN,Archon Corporation Common Stock,US,USD
ARHOF,Amrest Hldgs Se Ordinary Shares,US,USD
ARHTF,"Arht Media, Inc. Ordinary Shares",US,USD
ARHUF,AAK AB Ordinary Shares,US,USD
ARHVF,Archer Ltd. Ordinary Shares (Bermuda),US,USD
ARI,"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",US,USD
ARI-C,Apollo Commercial Real Estate Finance Inc,US,USD
ARI-CCL,"Apollo Commercial Real Estate Finance, Inc. 8.00% Series C Cumulative Redeemable Perpetual Preferred",US,USD
ARIA,"Ariad Pharmaceuticals, Inc.",US,USD
ARII,Atlas Resources,US,IDR
ARINA,Arista Investors Corp. Class A Common Stock,US,USD
ARIOQ,Ameriresource Technologies Inc.,US,USD
ARIS,"Ari Network Services, Inc.",US,USD
ARIZF,Affinity Metals Corp.  Common Shares,US,USD
ARKAF,Arkema Ordinary Shares (France),US,USD
ARKAY,Arkema Sponsored ADR (France),US,USD
ARKCF,Arrk Corporation,US,USD
ARKF,ARK Fintech Innovation ETF,US,USD
ARKG,ARK Genomic Revolution ETF,US,USD
ARKIU,Ark Global Acquisition Corp. Unit,US,USD
ARKK,ARK Innovation ETF,US,USD
ARKO,ARKO Corp. Common Stock,US,USD
ARKOW,ARKO Corp. Warrant,US,USD
ARKQ,ARK Autonomous Technology & Robotics ETF,US,USD
ARKR,Ark Restaurants Corp. Common Stock,US,USD
ARKTF,PREMIER VETERINARY GROUP PLC  Ordinary Shares,US,USD
ARKW,ARK Next Generation Internet ETF,US,USD
ARKXF,Artek Exploration Ltd,US,USD
ARL,"American Realty Investors, Inc.",US,USD
ARLCF,Air Partner Plc Ord Gbp0.01 (United Kingdom),US,USD
ARLLF,Argan Neuilly Sur Seine Ordinary Shares (France),US,USD
ARLO,"Arlo Technologies, Inc.",US,USD
ARLP,"Alliance Resource Partners, L.P. Common Units representing Limited Partners Interests",US,USD
ARLRY,Asaleo Care Limited,US,USD
ARLSF,Alder Resources Ltd,US,USD
ARLUF,Aristocrat Leisure Ltd Ord Ordinary Shares,US,USD
ARLZQ,Aralez Pharmaceuticals Inc,US,USD
ARMC,Asiarim Corporation Common Stock,US,USD
ARME,Armor Electric Inc. Common Stock,US,USD
ARMF,Ares Multi-Strategy Credit Fund Inc,US,USD
ARMGP,Ares Management L.P.,US,USD
ARMH,ARM Holdings,US,USD
ARMHF,ARM Holdings,US,USD
ARMK,ARAMARK,US,USD
ARMO,ARMO BioSciences Inc,US,USD
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",US,USD
ARMR,Armor US Equity Index ETF,US,USD
ARMRP,ARMOUR Residential REIT Inc,US,USD
ARMT,AMeri Metro Inc Common Stock,US,RON
ARMVF,Atrium Real Estate Investment Trust Units (Malaysia),US,USD
ARMZD,Aura Minerals Inc.,US,USD
ARMZF,Aura Minerals Inc Common Shares,US,USD
ARN,ARN. Georg AG,US,EUR
ARNA,"Arena Pharmaceuticals, Inc. Common Stock",US,USD
ARNBF,Arcan Resources Ltd.,US,USD
ARNC,Arconic Corporation,US,USD
ARNC WI,Arconic Inc,US,USD
ARNC-,Howmet Aerospace Inc,US,USD
ARNCWI,ARNCWI,US,USD
ARNGF,Argonaut Gold Inc Ordinary Shares (Canada),US,USD
ARNH,ZA Group Inc,US,USD
ARNHD,ZA Group Inc,US,USD
ARNI,"Arno Therapeutics, Inc. Common Stock",US,USD
ARNNY,ASR Nederland NV American Depositary Receipts - Unsponsored (Netherlands),US,USD
ARNPQ,Atlas Resource Partners L.P,US,USD
AROC,Archrock Inc,US,USD
AROFF,Africa Opportunity Fund Ltd. Shs (Cayman Islands),US,USD
AROPQ,ARO Liquidation Inc,US,USD
AROSF,Aurora Spine Corp Com (Canada),US,USD
AROW,Arrow Financial Corporation Common Stock,US,USD
AROZF,Aldoro Res Ltd Ordinary Shares (Australia),US,AUD
ARPC,Arem Pacific Corporation. Common Stock,US,USD
ARPI,American Residential Properties Inc,US,USD
ARPJQ,Atlas Resource Partners L.P,US,USD
ARPNF,Astro Japan Property Group,US,USD
ARPO,"Aerpio Pharmaceuticals, Inc. Common Stock",US,USD
ARPPF,Agripure Holdings Public Co Ltd Units Non -Voting Depository Receipt (Thailand),US,THB
ARPPQ,Atlas Resource Partners L.P,US,USD
ARPTF,Airport City Ltd Ordinary Shares (Israel),US,USD
ARPUY,Agroton Public Ltd,US,USD
ARQL,Arqule Inc.,US,USD
ARQT,"Arcutis Biotherapeutics, Inc. Common Stock",US,USD
ARQTF,Gigaset AG,US,USD
ARR,"ARMOUR Residential REIT, Inc.",US,USD
ARR-A,ARMOUR Residential REIT Inc,US,USD
ARR-ACL,"ARMOUR RESIDENTIAL REIT, INC. 8.250% Series A Cumulative Redeemable Preferred Stock, Liquation Prefe",US,USD
ARR-B,ARMOUR Residential REIT Inc,US,USD
ARR-BCL,"ARMOUR Residential REIT, Inc. 7.875% Series B Cumulative Redeemable Preferred Called",US,USD
ARR-C,"ARMOUR Residential REIT, Inc. 7.00% Series C Cumulative Redeemable Preferred Stock",US,USD
ARRAF,Arria Nlg Plc Ordinary Shares (United Kingdom),US,USD
ARREF,"Amerigo Resources, Ltd. Ordinary Shares (Canada)",US,USD
ARRHW,"Arch Resources, Inc. Warrant",US,USD
ARRJF,ARJO AB Ordinary Shares (Sweden),US,USD
ARRLF,ALROSA CJSC SHS (Russia),US,USD
ARRMF,Arrium Limited,US,USD
ARRPY,Aeroports de Paris SA American Depositary Receipts - Unsponsored (France),US,USD
ARRRF,Ardea Res Ltd Ordinary Shares (Australia),US,USD
ARRS,ARRIS International plc,US,USD
ARRT,"Artisan Consumer Goods, Inc. Common Stock",US,USD
ARRXF,Archer Materials Ltd Ordinary Shares,US,USD
ARRY,"Array Technologies, Inc. Common Stock",US,USD
ARSC,American Security Resources Corporation Common Stock,US,USD
ARSEF,Altai Resources Inc Ordinary Shares,US,USD
ARSLF,Altima Resources Ltd Common Shares,US,USD
ARSMF,ARES STRATEGIC MNG INC Common Shares,US,USD
ARSN,AUREUS INC  Common Stock,US,USD
ARSP,"Andalusian Resorts and Spas, Inc. Common Stock",US,USD
ARSRF,Aeris Resources Ltd. Ordinary Shares (Australia),US,USD
ARSSF,Assura Plc REIT (United Kingdom),US,USD
ARST,Arista Financial Corp.  Common Stock,US,USD
ARSUF,Fagron SA Ordinary Shares,US,USD
ARTAF,Artprice.com Saint Romain Au Mont D Ordinary Shares (France),US,USD
ARTB,Art Boutique Inc,US,USD
ARTD,"ARTISTdirect, Inc. Common Stock",US,USD
ARTH,"Arch Therapeutics, Inc. Common Stock",US,USD
ARTL,"Artelo Biosciences, Inc. Common Stock",US,USD
ARTLW,"Artelo Biosciences, Inc. Warrant",US,USD
ARTM,"American Nortel Communications, Inc. Common Stock",US,USD
ARTNA,Artesian Resources Corporation Class A Common Stock,US,USD
ARTNB,Artesian Resources Corporation Class B Common Stock,US,USD
ARTQF,Artprice.Com,US,USD
ARTR,"AirTrona International, Inc. Common Stock",US,USD
ARTTF,Artemis Resources Ltd West Perth WA Ordinary Shares (Australia),US,USD
ARTW,"Art's-Way Manufacturing Co., Inc. Common Stock",US,USD
ARTX,Arotech Corp.,US,USD
ARTZF,Artnet AG Ordinary Shares (Germany),US,USD
ARU,Aurania Resources Ltd,US,CAD
ARUN,Aruba Networks Inc,US,USD
ARUXF,Acrux Ltd Ordinary Shares (Australia),US,USD
ARUZQ,AuraSound Inc,US,USD
ARVCF,Areva-Societe Des Participations Du Commissariat A Lenerg Ordinary Shares (France),US,USD
ARVCY,Areva,US,USD
ARVN,"Arvinas, Inc. Common Stock",US,USD
ARVR,Tactile Analytics AR/VR Virtual Technologies ETF,US,USD
ARVY,Alliance Recovery Corporation Common Stock,US,USD
